# bins, counts, background
111.60,10.0,5.143845136574338
112.00,4.0,4.784584467417385
112.40,4.0,4.437575134125131
112.80,8.0,4.116617894192402
113.20,7.0,3.921451399464202
113.60,4.0,3.7325484491589043
114.00,8.0,3.5497055065907905
114.40,7.0,3.372520272719742
114.80,4.0,3.1994492290983256
115.20,2.0,3.0320367324396797
115.60,4.0,2.8700991663956232
116.00,5.0,2.713459223987656
116.40,3.0,2.561945675644044
116.80,2.0,2.4153931463438285
117.20,2.0,2.273641901488105
117.60,4.0,2.1366988291775932
118.00,2.0,2.0048049974245608
118.40,3.0,1.8771872495870312
118.80,2.0,1.7537095107141556
119.20,1.0,1.6342402812951782
119.60,3.0,1.5186524726646164
120.00,0.0,1.4068232487353436
120.40,3.0,1.298633873800999
120.80,2.0,1.193969566160087
121.20,3.0,1.0926129253446824
121.60,0.0,1.0180522447514935
122.00,0.0,0.9673169295255131
122.40,0.0,0.9181176105543674
122.80,1.0,0.8704075827947152
123.20,1.0,0.82414165391298
123.60,0.0,0.779276091640199
124.00,1.0,0.735768573090904
124.40,0.0,0.6935781359679479
124.80,1.0,0.6526651315784301
125.20,0.0,0.6129780795827852
125.60,0.0,0.574254238319329
126.00,0.0,0.5367275161897296
126.40,0.0,0.5003619084657004
126.80,0.0,0.46512255472785247
127.20,0.0,0.430975699884573
127.60,0.0,0.39788865661361983
128.00,0.0,0.3658297691711229
128.40,0.0,0.3347683785147705
128.80,0.0,0.30467478869038706
129.20,0.0,0.2755202344329785
129.60,0.0,0.2472768499355097
130.00,0.0,0.21994499736396386
130.40,0.0,0.19361501772196765
130.80,0.0,0.1680726082986331
131.20,0.0,0.14329490475795692
131.60,0.0,0.1192597445328327
132.00,0.0,0.09594564371425467
132.40,0.0,0.07333177475698134
132.80,0.0,0.05139794497094376
133.20,0.0,0.030124575768741144
133.60,0.0,0.0094926826408705
134.00,0.0,0.0
134.40,0.0,0.0
134.80,0.0,0.0
135.20,0.0,0.0
135.60,0.0,0.0
136.00,0.0,0.0
136.40,0.0,0.0
136.80,0.0,0.0
137.20,0.0,0.0
137.60,0.0,0.0
138.00,0.0,0.0
138.40,0.0,0.0
138.80,0.0,0.0
139.20,0.0,0.0
139.60,0.0,0.0
140.00,0.0,0.0
140.40,0.0,0.0
140.80,0.0,0.0
141.20,0.0,0.0
141.60,0.0,0.0
142.00,0.0,0.0
142.40,0.0,0.0
142.80,0.0,0.0
143.20,0.0,0.0
143.60,0.0,0.0
144.00,0.0,0.0
144.40,0.0,0.0
144.80,0.0,0.0
145.20,0.0,0.0
145.60,0.0,0.0
146.00,0.0,0.0
146.40,0.0,0.0
146.80,0.0,0.0
147.20,0.0,0.0
147.60,0.0,0.0
148.00,0.0,0.0
148.40,0.0,0.0
148.80,0.0,0.0
149.20,0.0,0.0
149.60,0.0,0.0
150.00,0.0,0.0
150.40,0.0,0.0
150.80,0.0,0.0
151.20,0.0,0.0
151.60,0.0,0.0
152.00,0.0,0.0
152.40,0.0,0.0
152.80,0.0,0.0
153.20,0.0,0.0
153.60,0.0,0.0
154.00,0.0,0.0
154.40,0.0,0.0
154.80,0.0,0.0
155.20,0.0,0.0
155.60,0.0,0.0
156.00,0.0,0.0
156.40,0.0,0.0
156.80,0.0,0.0
157.20,0.0,0.0
157.60,0.0,0.0
158.00,0.0,0.0
158.40,0.0,0.0
158.80,0.0,0.0
159.20,0.0,0.0
159.60,0.0,0.0
160.00,0.0,0.0
160.40,0.0,0.0
160.80,0.0,0.0
161.20,0.0,0.0
161.60,0.0,0.0
162.00,0.0,0.0
162.40,0.0,0.0
162.80,0.0,0.0
163.20,0.0,0.0
163.60,0.0,0.0
164.00,0.0,0.0
164.40,0.0,0.0
164.80,0.0,0.0
165.20,0.0,0.0
165.60,0.0,0.0
166.00,0.0,0.0
166.40,0.0,0.0
166.80,0.0,0.0
167.20,0.0,0.0
167.60,0.0,0.0
168.00,0.0,0.0
168.40,0.0,0.0
168.80,0.0,0.0
169.20,0.0,0.0
169.60,0.0,0.0
170.00,0.0,0.0
170.40,0.0,0.0
170.80,0.0,0.0
171.20,0.0,0.0
171.60,0.0,0.0
172.00,0.0,0.0
172.40,0.0,0.0
172.80,0.0,0.0
173.20,0.0,0.0
173.60,0.0,0.0
174.00,0.0,0.0
174.40,0.0,0.0
174.80,0.0,0.0
175.20,0.0,0.0
175.60,0.0,0.0
176.00,0.0,0.0
176.40,0.0,0.0
176.80,0.0,0.0
177.20,0.0,0.0
177.60,0.0,0.0
178.00,0.0,0.0
178.40,0.0,0.0
178.80,0.0,0.0
179.20,0.0,0.0
179.60,0.0,0.0
180.00,0.0,0.0
180.40,0.0,0.0
180.80,0.0,0.0
181.20,0.0,0.0
181.60,0.0,0.0
182.00,0.0,0.0
182.40,0.0,0.0
182.80,0.0,0.0
183.20,0.0,0.0
183.60,0.0,0.0
184.00,0.0,0.0
184.40,0.0,0.0
184.80,0.0,0.0
185.20,0.0,0.0
185.60,0.0,0.0
186.00,0.0,0.0
186.40,0.0,0.0
186.80,0.0,0.0
187.20,0.0,0.0
187.60,0.0,0.0
188.00,0.0,0.0
188.40,0.0,0.0
188.80,0.0,0.0
189.20,0.0,0.0
189.60,0.0,0.0
190.00,0.0,0.0
190.40,0.0,0.0
190.80,0.0,0.0
191.20,0.0,0.0
191.60,0.0,0.0
192.00,0.0,0.0
192.40,0.0,0.0
192.80,0.0,0.0
193.20,0.0,0.0
193.60,0.0,0.0
194.00,0.0,0.0
194.40,0.0,0.0
194.80,0.0,0.0
195.20,0.0,0.0
195.60,0.0,0.0
196.00,0.0,0.0
196.40,0.0,0.0
196.80,0.0,0.0
197.20,0.0,0.0
197.60,0.0,0.0
198.00,0.0,0.0
198.40,0.0,0.0
198.80,0.0,0.0
199.20,0.0,0.0
199.60,0.0,0.0
